#,startOfYear,lastUpdate,dateDiff
5646,2004-01-01,2024-06-28,20
5647,2005-01-01,2024-06-28,19
5648,2006-01-01,2024-06-28,18
5649,2007-01-01,2024-06-28,17
5650,2008-01-01,2024-06-28,16
5651,2009-01-01,2024-06-28,15
5652,2010-01-01,2024-06-28,14
5653,2011-01-01,2024-06-28,13
5654,2012-01-01,2024-06-28,12
5655,2013-01-01,2024-06-28,11
5656,2014-01-01,2024-06-28,10
5657,2015-01-01,2024-06-28,9
5658,2016-01-01,2024-06-28,8
5659,2017-01-01,2024-06-28,7
5660,2018-01-01,2024-06-28,6
5661,2019-01-01,2024-06-28,5
5662,2020-01-01,2024-06-28,4
5663,2021-01-01,2024-06-28,3
5664,2022-01-01,2024-06-28,2
5665,1980-01-01,2024-06-28,44
5666,1981-01-01,2024-06-28,43
5667,1982-01-01,2024-06-28,42
5668,1983-01-01,2024-06-28,41
5669,1984-01-01,2024-06-28,40
5670,1985-01-01,2024-06-28,39
5671,1986-01-01,2024-06-28,38
5672,1987-01-01,2024-06-28,37
5673,1988-01-01,2024-06-28,36
5674,1989-01-01,2024-06-28,35
5675,1990-01-01,2024-06-28,34
5676,1991-01-01,2024-06-28,33
5677,1992-01-01,2024-06-28,32
5678,1993-01-01,2024-06-28,31
5679,1994-01-01,2024-06-28,30
5680,1995-01-01,2024-06-28,29
5681,1996-01-01,2024-06-28,28
5682,1997-01-01,2024-06-28,27
5683,1998-01-01,2024-06-28,26
5684,1999-01-01,2024-06-28,25
5685,2000-01-01,2024-06-28,24
5686,2001-01-01,2024-06-28,23
5687,2002-01-01,2024-06-28,22
5688,2003-01-01,2024-06-28,21
5689,2004-01-01,2024-06-28,20
5690,2005-01-01,2024-06-28,19
5691,2006-01-01,2024-06-28,18
5692,2007-01-01,2024-06-28,17
5693,2008-01-01,2024-06-28,16
5694,2010-01-01,2024-06-28,14
5695,2009-01-01,2024-06-28,15
5696,2011-01-01,2024-06-28,13
5697,2012-01-01,2024-06-28,12
5698,2013-01-01,2024-06-28,11
5699,2014-01-01,2024-06-28,10
5700,2015-01-01,2024-06-28,9
5701,2016-01-01,2024-06-28,8
5702,2017-01-01,2024-06-28,7
5703,2018-01-01,2024-06-28,6
5704,2019-01-01,2024-06-28,5
5705,2020-01-01,2024-06-28,4
5706,2021-01-01,2024-06-28,3
5707,2022-01-01,2024-06-28,2
5708,1980-01-01,2024-06-28,44
5709,1981-01-01,2024-06-28,43
5710,1982-01-01,2024-06-28,42
5711,1983-01-01,2024-06-28,41
5712,1984-01-01,2024-06-28,40
5713,1985-01-01,2024-06-28,39
5714,1986-01-01,2024-06-28,38
5715,1987-01-01,2024-06-28,37
5716,1988-01-01,2024-06-28,36
5717,1989-01-01,2024-06-28,35
5718,1990-01-01,2024-06-28,34
5719,1991-01-01,2024-06-28,33
5720,1992-01-01,2024-06-28,32
5721,1993-01-01,2024-06-28,31
5722,1994-01-01,2024-06-28,30
5723,1995-01-01,2024-06-28,29
5724,1996-01-01,2024-06-28,28
5725,1997-01-01,2024-06-28,27
5726,1998-01-01,2024-06-28,26
5727,1999-01-01,2024-06-28,25
5728,2000-01-01,2024-06-28,24
5729,2001-01-01,2024-06-28,23
5730,2002-01-01,2024-06-28,22
5731,2003-01-01,2024-06-28,21
5732,2004-01-01,2024-06-28,20
5733,2005-01-01,2024-06-28,19
5734,2006-01-01,2024-06-28,18
5735,2007-01-01,2024-06-28,17
5736,2008-01-01,2024-06-28,16
5737,2009-01-01,2024-06-28,15
5738,2010-01-01,2024-06-28,14
5739,2011-01-01,2024-06-28,13
5740,2012-01-01,2024-06-28,12
5741,2013-01-01,2024-06-28,11
5742,2014-01-01,2024-06-28,10
5743,2015-01-01,2024-06-28,9
5744,2016-01-01,2024-06-28,8
5745,2017-01-01,2024-06-28,7
5746,2018-01-01,2024-06-28,6
5747,2019-01-01,2024-06-28,5
5748,2020-01-01,2024-06-28,4
5749,2021-01-01,2024-06-28,3
5750,2022-01-01,2024-06-28,2
5751,1971-01-01,2024-06-28,53
5752,1972-01-01,2024-06-28,52
5753,1973-01-01,2024-06-28,51
5754,1980-01-01,2024-06-28,44
5755,1981-01-01,2024-06-28,43
5756,1982-01-01,2024-06-28,42
5757,1983-01-01,2024-06-28,41
5758,1984-01-01,2024-06-28,40
5759,1985-01-01,2024-06-28,39
5760,1986-01-01,2024-06-28,38
5761,1987-01-01,2024-06-28,37
5762,1988-01-01,2024-06-28,36
5763,1989-01-01,2024-06-28,35
5764,1990-01-01,2024-06-28,34
5765,1991-01-01,2024-06-28,33
5766,1992-01-01,2024-06-28,32
5767,1993-01-01,2024-06-28,31
5768,1994-01-01,2024-06-28,30
5769,1995-01-01,2024-06-28,29
5770,1996-01-01,2024-06-28,28
5771,1997-01-01,2024-06-28,27
5772,1998-01-01,2024-06-28,26
5773,1999-01-01,2024-06-28,25
5774,2000-01-01,2024-06-28,24
5775,2001-01-01,2024-06-28,23
5776,2002-01-01,2024-06-28,22
5777,2003-01-01,2024-06-28,21
5778,2004-01-01,2024-06-28,20
5779,2005-01-01,2024-06-28,19
5780,2006-01-01,2024-06-28,18
5781,2007-01-01,2024-06-28,17
5782,2008-01-01,2024-06-28,16
5783,2009-01-01,2024-06-28,15
5784,2010-01-01,2024-06-28,14
5785,2011-01-01,2024-06-28,13
5786,2012-01-01,2024-06-28,12
5787,2013-01-01,2024-06-28,11
5788,2014-01-01,2024-06-28,10
5789,2015-01-01,2024-06-28,9
5790,2016-01-01,2024-06-28,8
5791,2017-01-01,2024-06-28,7
5792,2018-01-01,2024-06-28,6
5793,2019-01-01,2024-06-28,5
5794,2020-01-01,2024-06-28,4
5795,2021-01-01,2024-06-28,3
5796,2022-01-01,2024-06-28,2
5797,1980-01-01,2024-06-28,44
5798,1981-01-01,2024-06-28,43
5799,1982-01-01,2024-06-28,42
5800,1983-01-01,2024-06-28,41
5801,1984-01-01,2024-06-28,40
5802,1985-01-01,2024-06-28,39
5803,1986-01-01,2024-06-28,38
5804,1987-01-01,2024-06-28,37
5805,1988-01-01,2024-06-28,36
5806,1989-01-01,2024-06-28,35
5807,1990-01-01,2024-06-28,34
5808,1991-01-01,2024-06-28,33
5809,1992-01-01,2024-06-28,32
5810,1993-01-01,2024-06-28,31
5811,1994-01-01,2024-06-28,30
5812,1995-01-01,2024-06-28,29
5813,1996-01-01,2024-06-28,28
5814,1997-01-01,2024-06-28,27
5815,1998-01-01,2024-06-28,26
5816,1999-01-01,2024-06-28,25
5817,2000-01-01,2024-06-28,24
5818,2001-01-01,2024-06-28,23
5819,2002-01-01,2024-06-28,22
5820,2003-01-01,2024-06-28,21
5821,2004-01-01,2024-06-28,20
5822,2005-01-01,2024-06-28,19
5823,2006-01-01,2024-06-28,18
5824,2007-01-01,2024-06-28,17
5825,2008-01-01,2024-06-28,16
5826,2009-01-01,2024-06-28,15
5827,2010-01-01,2024-06-28,14
5828,2011-01-01,2024-06-28,13
5829,2012-01-01,2024-06-28,12
5830,2013-01-01,2024-06-28,11
5831,2014-01-01,2024-06-28,10
5832,2015-01-01,2024-06-28,9
5833,2016-01-01,2024-06-28,8
5834,2017-01-01,2024-06-28,7
5835,2018-01-01,2024-06-28,6
5836,2019-01-01,2024-06-28,5
5837,2020-01-01,2024-06-28,4
5838,2021-01-01,2024-06-28,3
5839,2022-01-01,2024-06-28,2
5840,1987-01-01,2024-06-28,37
5841,1989-01-01,2024-06-28,35
5842,1990-01-01,2024-06-28,34
5843,1991-01-01,2024-06-28,33
5844,1992-01-01,2024-06-28,32
5845,1993-01-01,2024-06-28,31
5846,1994-01-01,2024-06-28,30
5847,1995-01-01,2024-06-28,29
5848,1996-01-01,2024-06-28,28
5849,1997-01-01,2024-06-28,27
5850,1998-01-01,2024-06-28,26
5851,1999-01-01,2024-06-28,25
5852,2000-01-01,2024-06-28,24
5853,2001-01-01,2024-06-28,23
5854,2002-01-01,2024-06-28,22
5855,2003-01-01,2024-06-28,21
5856,2004-01-01,2024-06-28,20
5857,2005-01-01,2024-06-28,19
5858,2006-01-01,2024-06-28,18
5859,2007-01-01,2024-06-28,17
5860,2008-01-01,2024-06-28,16
5861,2010-01-01,2024-06-28,14
5862,1980-01-01,2024-06-28,44
5863,1981-01-01,2024-06-28,43
5864,1982-01-01,2024-06-28,42
5865,1983-01-01,2024-06-28,41
5866,1984-01-01,2024-06-28,40
5867,1985-01-01,2024-06-28,39
5868,1986-01-01,2024-06-28,38
5869,1988-01-01,2024-06-28,36
5870,2009-01-01,2024-06-28,15
5871,2011-01-01,2024-06-28,13
5872,2012-01-01,2024-06-28,12
5873,2013-01-01,2024-06-28,11
5874,2014-01-01,2024-06-28,10
5875,2015-01-01,2024-06-28,9
5876,2016-01-01,2024-06-28,8
5877,2017-01-01,2024-06-28,7
5878,2018-01-01,2024-06-28,6
5879,2019-01-01,2024-06-28,5
5880,2020-01-01,2024-06-28,4
5881,2021-01-01,2024-06-28,3
5882,2022-01-01,2024-06-28,2
5883,1990-01-01,2024-06-28,34
5884,1991-01-01,2024-06-28,33
5885,1992-01-01,2024-06-28,32
5886,1993-01-01,2024-06-28,31
5887,1994-01-01,2024-06-28,30
5888,1995-01-01,2024-06-28,29
5889,1996-01-01,2024-06-28,28
5890,1997-01-01,2024-06-28,27
5891,1998-01-01,2024-06-28,26
5892,1999-01-01,2024-06-28,25
5893,2000-01-01,2024-06-28,24
5894,2001-01-01,2024-06-28,23
5895,2002-01-01,2024-06-28,22
5896,2003-01-01,2024-06-28,21
5897,2004-01-01,2024-06-28,20
5898,2005-01-01,2024-06-28,19
5899,2006-01-01,2024-06-28,18
5900,2007-01-01,2024-06-28,17
5901,2008-01-01,2024-06-28,16
5902,2009-01-01,2024-06-28,15
5903,2010-01-01,2024-06-28,14
5904,2011-01-01,2024-06-28,13
5905,2012-01-01,2024-06-28,12
5906,2013-01-01,2024-06-28,11
5907,2014-01-01,2024-06-28,10
5908,2015-01-01,2024-06-28,9
5909,2016-01-01,2024-06-28,8
5910,2017-01-01,2024-06-28,7
5911,2018-01-01,2024-06-28,6
5912,2019-01-01,2024-06-28,5
5913,1990-01-01,2024-06-28,34
5914,1991-01-01,2024-06-28,33
5915,1992-01-01,2024-06-28,32
5916,1993-01-01,2024-06-28,31
5917,1994-01-01,2024-06-28,30
5918,1995-01-01,2024-06-28,29
5919,1996-01-01,2024-06-28,28
5920,1997-01-01,2024-06-28,27
5921,1998-01-01,2024-06-28,26
5922,1999-01-01,2024-06-28,25
5923,2000-01-01,2024-06-28,24
5924,2001-01-01,2024-06-28,23
5925,2002-01-01,2024-06-28,22
5926,2003-01-01,2024-06-28,21
5927,2004-01-01,2024-06-28,20
5928,2005-01-01,2024-06-28,19
5929,2006-01-01,2024-06-28,18
5930,2007-01-01,2024-06-28,17
5931,2008-01-01,2024-06-28,16
5932,2009-01-01,2024-06-28,15
5933,2010-01-01,2024-06-28,14
5934,2011-01-01,2024-06-28,13
5935,2012-01-01,2024-06-28,12
5936,2013-01-01,2024-06-28,11
5937,2014-01-01,2024-06-28,10
5938,2015-01-01,2024-06-28,9
5939,2016-01-01,2024-06-28,8
5940,2017-01-01,2024-06-28,7
5941,2018-01-01,2024-06-28,6
5942,2019-01-01,2024-06-28,5
5943,1991-01-01,2024-06-28,33
5944,1992-01-01,2024-06-28,32
5945,1993-01-01,2024-06-28,31
5946,1994-01-01,2024-06-28,30
5947,1995-01-01,2024-06-28,29
5948,1996-01-01,2024-06-28,28
5949,1997-01-01,2024-06-28,27
5950,1998-01-01,2024-06-28,26
5951,1999-01-01,2024-06-28,25
5952,2000-01-01,2024-06-28,24
5953,2001-01-01,2024-06-28,23
5954,2002-01-01,2024-06-28,22
5955,2003-01-01,2024-06-28,21
5956,2004-01-01,2024-06-28,20
5957,2005-01-01,2024-06-28,19
5958,2006-01-01,2024-06-28,18
5959,2007-01-01,2024-06-28,17
5960,2008-01-01,2024-06-28,16
5961,2009-01-01,2024-06-28,15
5962,2010-01-01,2024-06-28,14
5963,2011-01-01,2024-06-28,13
5964,2012-01-01,2024-06-28,12
5965,2013-01-01,2024-06-28,11
5966,2014-01-01,2024-06-28,10
5967,2015-01-01,2024-06-28,9
5968,2016-01-01,2024-06-28,8
5969,2017-01-01,2024-06-28,7
5970,2018-01-01,2024-06-28,6
5971,2019-01-01,2024-06-28,5
5972,2020-01-01,2024-06-28,4
5973,1980-01-01,2024-06-28,44
5974,1981-01-01,2024-06-28,43
5975,1982-01-01,2024-06-28,42
5976,1983-01-01,2024-06-28,41
5977,1984-01-01,2024-06-28,40
5978,1985-01-01,2024-06-28,39
5979,1986-01-01,2024-06-28,38
5980,1987-01-01,2024-06-28,37
5981,1988-01-01,2024-06-28,36
5982,1989-01-01,2024-06-28,35
5983,1990-01-01,2024-06-28,34
5984,2021-01-01,2024-06-28,3
5985,2022-01-01,2024-06-28,2
5986,1980-01-01,2024-06-28,44
5987,1981-01-01,2024-06-28,43
5988,1982-01-01,2024-06-28,42
5989,1983-01-01,2024-06-28,41
5990,1984-01-01,2024-06-28,40
5991,1985-01-01,2024-06-28,39
5992,1986-01-01,2024-06-28,38
5993,1987-01-01,2024-06-28,37
5994,1988-01-01,2024-06-28,36
5995,1989-01-01,2024-06-28,35
5996,1991-01-01,2024-06-28,33
5997,1992-01-01,2024-06-28,32
5998,1993-01-01,2024-06-28,31
5999,1994-01-01,2024-06-28,30
6000,1995-01-01,2024-06-28,29
6001,1996-01-01,2024-06-28,28
6002,1997-01-01,2024-06-28,27
6003,1999-01-01,2024-06-28,25
6004,2000-01-01,2024-06-28,24
6005,2001-01-01,2024-06-28,23
6006,2002-01-01,2024-06-28,22
6007,2003-01-01,2024-06-28,21
6008,2004-01-01,2024-06-28,20
6009,2005-01-01,2024-06-28,19
6010,2006-01-01,2024-06-28,18
6011,2007-01-01,2024-06-28,17
6012,2008-01-01,2024-06-28,16
6013,2009-01-01,2024-06-28,15
6014,2010-01-01,2024-06-28,14
6015,2011-01-01,2024-06-28,13
6016,2012-01-01,2024-06-28,12
6017,2013-01-01,2024-06-28,11
6018,2014-01-01,2024-06-28,10
6019,2015-01-01,2024-06-28,9
6020,2016-01-01,2024-06-28,8
6021,2017-01-01,2024-06-28,7
6022,2018-01-01,2024-06-28,6
6023,2019-01-01,2024-06-28,5
6024,2020-01-01,2024-06-28,4
6025,1990-01-01,2024-06-28,34
6026,1998-01-01,2024-06-28,26
6027,2021-01-01,2024-06-28,3
6028,2022-01-01,2024-06-28,2
6029,1980-01-01,2024-06-28,44
6030,1981-01-01,2024-06-28,43
6031,1982-01-01,2024-06-28,42
6032,1983-01-01,2024-06-28,41
6033,1984-01-01,2024-06-28,40
6034,1985-01-01,2024-06-28,39
6035,1986-01-01,2024-06-28,38
6036,1988-01-01,2024-06-28,36
6037,1989-01-01,2024-06-28,35
6038,1990-01-01,2024-06-28,34
6039,1991-01-01,2024-06-28,33
6040,1992-01-01,2024-06-28,32
6041,1993-01-01,2024-06-28,31
6042,1994-01-01,2024-06-28,30
6043,1995-01-01,2024-06-28,29
6044,1996-01-01,2024-06-28,28
6045,1997-01-01,2024-06-28,27
6046,1998-01-01,2024-06-28,26
6047,1999-01-01,2024-06-28,25
6048,2000-01-01,2024-06-28,24
6049,2001-01-01,2024-06-28,23
6050,2002-01-01,2024-06-28,22
6051,2003-01-01,2024-06-28,21
6052,2004-01-01,2024-06-28,20
6053,2005-01-01,2024-06-28,19
6054,2006-01-01,2024-06-28,18
6055,2007-01-01,2024-06-28,17
6056,2008-01-01,2024-06-28,16
6057,2009-01-01,2024-06-28,15
6058,2010-01-01,2024-06-28,14
6059,2011-01-01,2024-06-28,13
6060,2012-01-01,2024-06-28,12
6061,2013-01-01,2024-06-28,11
6062,2014-01-01,2024-06-28,10
6063,2015-01-01,2024-06-28,9
6064,2016-01-01,2024-06-28,8
6065,2017-01-01,2024-06-28,7
6066,2018-01-01,2024-06-28,6
6067,2019-01-01,2024-06-28,5
6068,2020-01-01,2024-06-28,4
6069,1987-01-01,2024-06-28,37
6070,2021-01-01,2024-06-28,3
6071,2022-01-01,2024-06-28,2
6072,2006-01-01,2024-06-28,18
6073,2007-01-01,2024-06-28,17
6074,2008-01-01,2024-06-28,16
6075,2009-01-01,2024-06-28,15
6076,2010-01-01,2024-06-28,14
6077,2011-01-01,2024-06-28,13
6078,2012-01-01,2024-06-28,12
6079,2013-01-01,2024-06-28,11
6080,2014-01-01,2024-06-28,10
6081,2015-01-01,2024-06-28,9
6082,2016-01-01,2024-06-28,8
6083,2017-01-01,2024-06-28,7
6084,2018-01-01,2024-06-28,6
6085,2019-01-01,2024-06-28,5
6086,2020-01-01,2024-06-28,4
6087,1980-01-01,2024-06-28,44
6088,1981-01-01,2024-06-28,43
6089,1982-01-01,2024-06-28,42
6090,1983-01-01,2024-06-28,41
6091,1984-01-01,2024-06-28,40
6092,1985-01-01,2024-06-28,39
6093,1986-01-01,2024-06-28,38
6094,1987-01-01,2024-06-28,37
6095,1988-01-01,2024-06-28,36
6096,1989-01-01,2024-06-28,35
6097,1990-01-01,2024-06-28,34
6098,1991-01-01,2024-06-28,33
6099,1992-01-01,2024-06-28,32
6100,1993-01-01,2024-06-28,31
6101,1994-01-01,2024-06-28,30
6102,1995-01-01,2024-06-28,29
6103,1996-01-01,2024-06-28,28
6104,1997-01-01,2024-06-28,27
6105,1998-01-01,2024-06-28,26
6106,1999-01-01,2024-06-28,25
6107,2000-01-01,2024-06-28,24
6108,2001-01-01,2024-06-28,23
6109,2002-01-01,2024-06-28,22
6110,2003-01-01,2024-06-28,21
6111,2004-01-01,2024-06-28,20
6112,2005-01-01,2024-06-28,19
6113,2021-01-01,2024-06-28,3
6114,2022-01-01,2024-06-28,2
6115,1980-01-01,2024-06-28,44
6116,1981-01-01,2024-06-28,43
6117,1982-01-01,2024-06-28,42
6118,1983-01-01,2024-06-28,41
6119,1984-01-01,2024-06-28,40
6120,1985-01-01,2024-06-28,39
6121,1986-01-01,2024-06-28,38
6122,1987-01-01,2024-06-28,37
6123,1988-01-01,2024-06-28,36
6124,1989-01-01,2024-06-28,35
6125,1990-01-01,2024-06-28,34
6126,1991-01-01,2024-06-28,33
6127,1992-01-01,2024-06-28,32
6128,1993-01-01,2024-06-28,31
6129,1994-01-01,2024-06-28,30
6130,1995-01-01,2024-06-28,29
6131,1996-01-01,2024-06-28,28
6132,1997-01-01,2024-06-28,27
6133,1998-01-01,2024-06-28,26
6134,1999-01-01,2024-06-28,25
6135,2000-01-01,2024-06-28,24
6136,2001-01-01,2024-06-28,23
6137,2002-01-01,2024-06-28,22
6138,2003-01-01,2024-06-28,21
6139,2004-01-01,2024-06-28,20
6140,2005-01-01,2024-06-28,19
6141,2006-01-01,2024-06-28,18
6142,2007-01-01,2024-06-28,17
6143,2008-01-01,2024-06-28,16
6144,2009-01-01,2024-06-28,15
6145,2010-01-01,2024-06-28,14
6146,2011-01-01,2024-06-28,13
6147,2012-01-01,2024-06-28,12
6148,2013-01-01,2024-06-28,11
6149,2014-01-01,2024-06-28,10
6150,2015-01-01,2024-06-28,9
6151,2016-01-01,2024-06-28,8
6152,2017-01-01,2024-06-28,7
6153,2018-01-01,2024-06-28,6
6154,2019-01-01,2024-06-28,5
6155,2020-01-01,2024-06-28,4
6156,2021-01-01,2024-06-28,3
6157,2022-01-01,2024-06-28,2
6158,1971-01-01,2024-06-28,53
6159,1972-01-01,2024-06-28,52
6160,1976-01-01,2024-06-28,48
6161,1980-01-01,2024-06-28,44
6162,1981-01-01,2024-06-28,43
6163,1982-01-01,2024-06-28,42
6164,1983-01-01,2024-06-28,41
6165,1984-01-01,2024-06-28,40
6166,1985-01-01,2024-06-28,39
6167,1986-01-01,2024-06-28,38
6168,1987-01-01,2024-06-28,37
6169,1988-01-01,2024-06-28,36
6170,1989-01-01,2024-06-28,35
6171,1990-01-01,2024-06-28,34
6172,1991-01-01,2024-06-28,33
6173,1992-01-01,2024-06-28,32
6174,1993-01-01,2024-06-28,31
6175,1994-01-01,2024-06-28,30
6176,1995-01-01,2024-06-28,29
6177,1996-01-01,2024-06-28,28
6178,1997-01-01,2024-06-28,27
6179,1998-01-01,2024-06-28,26
6180,1999-01-01,2024-06-28,25
6181,2000-01-01,2024-06-28,24
6182,2001-01-01,2024-06-28,23
6183,2002-01-01,2024-06-28,22
6184,2003-01-01,2024-06-28,21
6185,2004-01-01,2024-06-28,20
6186,2005-01-01,2024-06-28,19
6187,2006-01-01,2024-06-28,18
6188,2007-01-01,2024-06-28,17
6189,2008-01-01,2024-06-28,16
6190,2009-01-01,2024-06-28,15
6191,2010-01-01,2024-06-28,14
6192,2011-01-01,2024-06-28,13
6193,2012-01-01,2024-06-28,12
6194,2013-01-01,2024-06-28,11
6195,2014-01-01,2024-06-28,10
6196,2015-01-01,2024-06-28,9
6197,2016-01-01,2024-06-28,8
6198,2017-01-01,2024-06-28,7
6199,2018-01-01,2024-06-28,6
6200,2019-01-01,2024-06-28,5
6201,2020-01-01,2024-06-28,4
6202,2021-01-01,2024-06-28,3
6203,2022-01-01,2024-06-28,2
6204,1973-01-01,2024-06-28,51
6205,1974-01-01,2024-06-28,50
6206,1975-01-01,2024-06-28,49
6207,1976-01-01,2024-06-28,48
6208,1977-01-01,2024-06-28,47
6209,1979-01-01,2024-06-28,45
6210,1980-01-01,2024-06-28,44
6211,1981-01-01,2024-06-28,43
6212,1982-01-01,2024-06-28,42
6213,1983-01-01,2024-06-28,41
6214,1984-01-01,2024-06-28,40
6215,1985-01-01,2024-06-28,39
6216,1986-01-01,2024-06-28,38
6217,1987-01-01,2024-06-28,37
6218,1988-01-01,2024-06-28,36
6219,1989-01-01,2024-06-28,35
6220,1990-01-01,2024-06-28,34
6221,1991-01-01,2024-06-28,33
6222,1992-01-01,2024-06-28,32
6223,1993-01-01,2024-06-28,31
6224,1994-01-01,2024-06-28,30
6225,1995-01-01,2024-06-28,29
6226,1996-01-01,2024-06-28,28
6227,1997-01-01,2024-06-28,27
6228,1998-01-01,2024-06-28,26
6229,1999-01-01,2024-06-28,25
6230,2000-01-01,2024-06-28,24
6231,2001-01-01,2024-06-28,23
6232,2002-01-01,2024-06-28,22
6233,2003-01-01,2024-06-28,21
6234,2004-01-01,2024-06-28,20
6235,2005-01-01,2024-06-28,19
6236,2006-01-01,2024-06-28,18
6237,2007-01-01,2024-06-28,17
6238,2008-01-01,2024-06-28,16
6239,2009-01-01,2024-06-28,15
6240,2010-01-01,2024-06-28,14
6241,2011-01-01,2024-06-28,13
6242,2012-01-01,2024-06-28,12
6243,2013-01-01,2024-06-28,11
6244,2014-01-01,2024-06-28,10
6245,2015-01-01,2024-06-28,9
6246,2016-01-01,2024-06-28,8
6247,2017-01-01,2024-06-28,7
6248,2018-01-01,2024-06-28,6
6249,2019-01-01,2024-06-28,5
6250,2020-01-01,2024-06-28,4
6251,2021-01-01,2024-06-28,3
6252,2022-01-01,2024-06-28,2
6253,1950-01-01,2024-06-28,74
6254,1951-01-01,2024-06-28,73
6255,1952-01-01,2024-06-28,72
6256,1953-01-01,2024-06-28,71
6257,1954-01-01,2024-06-28,70
6258,1955-01-01,2024-06-28,69
6259,1956-01-01,2024-06-28,68
6260,1957-01-01,2024-06-28,67
6261,1958-01-01,2024-06-28,66
6262,1959-01-01,2024-06-28,65
6263,1960-01-01,2024-06-28,64
6264,1961-01-01,2024-06-28,63
6265,1962-01-01,2024-06-28,62
6266,1963-01-01,2024-06-28,61
6267,1964-01-01,2024-06-28,60
6268,1965-01-01,2024-06-28,59
6269,1966-01-01,2024-06-28,58
6270,1967-01-01,2024-06-28,57
6271,1968-01-01,2024-06-28,56
6272,1969-01-01,2024-06-28,55
6273,1970-01-01,2024-06-28,54
6274,1971-01-01,2024-06-28,53
6275,1972-01-01,2024-06-28,52
6276,1973-01-01,2024-06-28,51
6277,1974-01-01,2024-06-28,50
6278,1975-01-01,2024-06-28,49
6279,1976-01-01,2024-06-28,48
6280,1978-01-01,2024-06-28,46
6281,1979-01-01,2024-06-28,45
6282,1989-01-01,2024-06-28,35
6283,1990-01-01,2024-06-28,34
6284,1991-01-01,2024-06-28,33
6285,1992-01-01,2024-06-28,32
6286,1993-01-01,2024-06-28,31
6287,1994-01-01,2024-06-28,30
6288,1995-01-01,2024-06-28,29
6289,1996-01-01,2024-06-28,28
6290,1997-01-01,2024-06-28,27
6291,1998-01-01,2024-06-28,26
6292,1999-01-01,2024-06-28,25
6293,2000-01-01,2024-06-28,24
6294,2001-01-01,2024-06-28,23
6295,2002-01-01,2024-06-28,22
6296,2003-01-01,2024-06-28,21
6297,2004-01-01,2024-06-28,20
6298,2005-01-01,2024-06-28,19
6299,2006-01-01,2024-06-28,18
6300,2007-01-01,2024-06-28,17
6301,2008-01-01,2024-06-28,16
6302,2009-01-01,2024-06-28,15
6303,2010-01-01,2024-06-28,14
6304,2011-01-01,2024-06-28,13
6305,2012-01-01,2024-06-28,12
6306,2013-01-01,2024-06-28,11
6307,2014-01-01,2024-06-28,10
6308,2015-01-01,2024-06-28,9
6309,2016-01-01,2024-06-28,8
6310,2017-01-01,2024-06-28,7
6311,2018-01-01,2024-06-28,6
6312,2019-01-01,2024-06-28,5
6313,2020-01-01,2024-06-28,4
6314,1980-01-01,2024-06-28,44
6315,1981-01-01,2024-06-28,43
6316,1982-01-01,2024-06-28,42
6317,1983-01-01,2024-06-28,41
6318,1984-01-01,2024-06-28,40
6319,1985-01-01,2024-06-28,39
6320,1986-01-01,2024-06-28,38
6321,1987-01-01,2024-06-28,37
6322,1988-01-01,2024-06-28,36
6323,2021-01-01,2024-06-28,3
6324,2022-01-01,2024-06-28,2
6325,1980-01-01,2024-06-28,44
6326,1981-01-01,2024-06-28,43
6327,1982-01-01,2024-06-28,42
6328,1983-01-01,2024-06-28,41
6329,1984-01-01,2024-06-28,40
6330,1986-01-01,2024-06-28,38
6331,1987-01-01,2024-06-28,37
6332,1988-01-01,2024-06-28,36
6333,1989-01-01,2024-06-28,35
6334,1990-01-01,2024-06-28,34
6335,1991-01-01,2024-06-28,33
6336,1992-01-01,2024-06-28,32
6337,1993-01-01,2024-06-28,31
6338,1994-01-01,2024-06-28,30
6339,1995-01-01,2024-06-28,29
6340,1996-01-01,2024-06-28,28
6341,1997-01-01,2024-06-28,27
6342,1999-01-01,2024-06-28,25
6343,2000-01-01,2024-06-28,24
6344,2001-01-01,2024-06-28,23
6345,2002-01-01,2024-06-28,22
6346,2003-01-01,2024-06-28,21
6347,2004-01-01,2024-06-28,20
6348,2005-01-01,2024-06-28,19
6349,2006-01-01,2024-06-28,18
6350,2007-01-01,2024-06-28,17
6351,2008-01-01,2024-06-28,16
6352,2010-01-01,2024-06-28,14
6353,1985-01-01,2024-06-28,39
6354,1998-01-01,2024-06-28,26
6355,2009-01-01,2024-06-28,15
6356,2011-01-01,2024-06-28,13
6357,2012-01-01,2024-06-28,12
6358,2013-01-01,2024-06-28,11
6359,2014-01-01,2024-06-28,10
6360,2015-01-01,2024-06-28,9
6361,2016-01-01,2024-06-28,8
6362,2017-01-01,2024-06-28,7
6363,2018-01-01,2024-06-28,6
6364,2019-01-01,2024-06-28,5
6365,2020-01-01,2024-06-28,4
6366,2021-01-01,2024-06-28,3
6367,2022-01-01,2024-06-28,2
6368,1978-01-01,2024-06-28,46
6369,1979-01-01,2024-06-28,45
6370,1980-01-01,2024-06-28,44
6371,1981-01-01,2024-06-28,43
6372,1982-01-01,2024-06-28,42
6373,1983-01-01,2024-06-28,41
6374,1984-01-01,2024-06-28,40
6375,1985-01-01,2024-06-28,39
6376,1986-01-01,2024-06-28,38
6377,1987-01-01,2024-06-28,37
6378,1988-01-01,2024-06-28,36
6379,1989-01-01,2024-06-28,35
6380,1990-01-01,2024-06-28,34
